participant:assignmentId,condition,interested-Bear,complex-Bear,time-Bear,progress-Bear,rule-Bear,future-learn-0-Bear,future-learn-1-Bear,interested-Bunny,complex-Bunny,time-Bunny,progress-Bunny,rule-Bunny,future-learn-0-Bunny,future-learn-1-Bunny,interested-GreenMonster,complex-GreenMonster,time-GreenMonster,progress-GreenMonster,rule-GreenMonster,future-learn-0-GreenMonster,future-learn-1-GreenMonster,interested-Squid,complex-Squid,time-Squid,progress-Squid,rule-Squid,future-learn-0-Squid,future-learn-1-Squid,age,gender,race,ethnicity,thoughts,comments
A32ES5EUTQUQVN:32UTUBMZ7HBGI67QPVGN8BGXRRQVBM,1,3,9,2,2,6,8,5,10,1,10,10,10,7,2,6,7,2,3,6,9,5,3,5,5,6,6,9,10,42,female,white,nonhisp,,
A32TGAK321JDFF:3ZPBJO59KQG4F2AQY2QPO0DOMYVHDV,0,9,2,2,9,10,3,1,9,2,4,9,10,4,1,2,10,9,1,1,7,2,2,8,9,2,3,6,4,58,male,white,nonhisp,Categorization capabilities of various demographics,"I couldn't identify ANY preferences for one group. I THOUGHT I'd identified preferences for another, but turned out not to have. I think I had the two remaining groups figured out pretty well."
A3454T4PU9GJM0:33ISQZVXPQ13T2TWCEHDT3YQO53CC4,1,1,8,1,1,8,9,9,8,1,10,10,10,9,2,1,8,1,1,8,9,9,1,8,1,1,8,9,9,42,NA,white,nonhisp,Not sure,none
A34JIXFFK46827:3NPI0JQDAPK3984B35Y92DX1BAWPTS,1,1,10,1,1,6,4,10,1,10,1,1,7,10,10,8,1,10,10,10,1,8,1,4,1,1,8,4,10,29,female,white,nonhisp,Learning and prefernces,
A34SUZWGLXIWM8:31Z0PCVWULUE320B7J4S2R6GBGL7TY,1,1,2,1,9,9,3,2,1,2,1,8,9,2,2,10,8,10,5,6,10,5,1,3,1,8,9,3,2,34,male,white,nonhisp,I think it might be studying how well people can learn patterns.,It was fun.
A353I1D9GT7GNC:39PAAFCODNFGES17PH7885MJXZKTV6,1,9,7,6,6,10,8,7,10,8,8,8,8,6,6,6,5,8,10,7,9,10,10,9,10,7,10,9,9,26,male,black,nonhisp,It was about the aliens,good
A3609GDWR2JCCA:3PXX5PX6LYDWQI4SE0PRCO2K6HIABT,1,1,10,3,3,4,10,5,1,10,2,5,6,10,8,10,1,10,10,10,3,1,1,10,6,3,8,10,8,30,female,black,nonhisp,How people prefer to work on things that they have to think more about or things that they find easy.,I have no additional comments.
A36470UBRH28GO:3XXU1SWE8NAV6V1IGKS2S761FDQ0A2,1,4,8,3,4,6,10,10,5,8,3,4,6,10,10,8,3,8,9,9,10,5,8,2,9,9,10,9,2,36,female,white,nonhisp,Rules and categorization,
A3696JXTRKL2FI:3VAR3R6G1QG2QO0ML7AZMHWONT1O89,0,6,9,4,8,6,7,9,9,1,8,10,10,6,1,4,10,2,6,5,10,8,6,2,6,10,10,8,1,26,male,white,nonhisp,See how people learn things.,Thanks!
A36W1S4Z2LSNTC:3TE3O85731NU1MQDXII26LOQCFT2RR,0,3,8,8,4,5,8,10,9,2,3,10,10,3,1,7,1,1,10,10,1,1,3,10,8,2,2,10,10,32,female,white,nonhisp,No idea.,
A374STD2W8N1U8:369J354OFEPRUX00490TXURVQBDG6J,0,10,1,2,10,10,10,2,3,10,10,1,3,10,10,9,8,8,5,6,8,8,9,7,5,7,10,7,8,31,female,white,nonhisp,I'm honestly not sure. I think it was about figuring out patterns.,
A37EV8RZ82WT8E:3ZY8KE4ISKI3MC9F8DDD30BWDRPVQW,0,9,6,9,9,10,7,2,3,10,4,2,1,8,10,1,10,4,3,1,5,10,5,8,4,4,1,9,9,27,male,white,nonhisp,Pattern recognition,
A37JD0XUZHQYRC:3IFS6Q0HJJYADM4S1A3ZJB03ND8SIF,1,2,1,1,10,10,9,9,3,3,2,9,8,6,9,7,3,4,8,9,9,9,10,10,8,1,1,4,1,31,female,white,nonhisp,The experiment may be about learning preferences and memory.,
A3862RIFFUV141:3STRJBFXOX62YH7VQDT16WB2H1AKT8,0,4,2,3,3,10,3,1,9,10,7,5,3,8,7,8,8,7,8,3,10,7,2,1,6,3,10,3,1,46,male,white,nonhisp,I honestly have no idea what it is you were trying to learn.,It was different and interesting!
A38IMMFKB2JJQK:3RYC5T2D748QTTRJZGTE2YWJNPZPRF,0,4,2,9,9,9,8,2,2,2,9,7,9,2,2,9,9,3,5,2,6,9,9,8,3,6,2,9,9,47,female,white,nonhisp,,
A38VMTKS30TQZB:386PBUZZXGCJ4KT8ZJRYJQ188YXLJE,1,9,8,3,3,3,10,4,10,10,4,3,1,10,3,6,7,2,5,8,5,4,6,1,9,10,10,1,1,30,male,white,nonhisp,Unsure,
A39Q4SNT7SRK94:3TXWC2NHN05H2LBPXGXM6I104ONS90,1,10,8,6,10,8,10,10,10,7,6,9,10,10,10,10,5,9,8,5,10,10,10,4,10,6,4,10,10,26,male,asian,nonhisp,Preferences,None
A3ACUGH5N9VQO2:3WR9XG3T64QUMHLLSI3KUJUOVIX47U,0,4,1,4,10,10,7,1,7,7,7,4,5,7,9,1,1,1,10,10,1,1,8,10,9,1,1,5,5,33,female,white,nonhisp,Learning about traits,N/A
A3AJJHOAV7WIUQ:3MRNMEIQW6L61YTGPN5NGS6V3EMDLE,0,1,7,1,1,3,9,8,1,8,1,1,10,4,2,10,6,1,10,8,2,5,1,9,10,1,5,9,8,44,female,white,nonhisp,Not sure.,None.
A3E8SXH0BAYG85:3B837J3LDPBN6L7BRXX8X31UA99RS0,1,10,10,10,6,4,10,4,1,6,1,1,5,10,10,1,5,1,1,5,10,10,1,3,1,1,5,10,10,45,male,white,nonhisp,Trying to find patterns in the monsters eating habits,Thank you
A3F8G26PENQ6EO:3S96KQ6I9NJUKB1LYW7E2JGCXRHDTQ,0,10,1,10,10,10,10,1,10,6,7,10,10,4,1,6,10,2,1,2,4,6,1,8,6,7,5,10,10,27,female,white,hisp,To see which we would prefer to solve if given free reign on what to choose,This made me hungry
A3FABY0Q6234WK:3OWEPKL08ARG8PVRANIGTS0OMY4N7I,1,2,9,1,2,3,8,9,3,9,3,4,6,7,9,7,1,9,10,10,2,1,7,1,7,10,8,4,1,24,male,white,nonhisp,I really have no idea.,
A3FOKP72T5I4FR:3IXQG4FA2UDILZUNMUBRGTR000FB9W,0,10,1,10,10,10,10,1,10,1,7,8,10,10,6,1,10,1,2,3,10,7,1,10,1,1,3,10,6,41,female,white,nonhisp,how well we learn,
A3G5FY6NGZWIY7:3OVHNO1VE7GQ6NAK4OWWO7HTIN8DZB,1,10,4,5,6,5,5,6,1,10,2,1,2,10,4,4,7,1,4,3,8,9,9,1,10,10,10,3,1,30,female,black,nonhisp,I am not etirely sure.,
A3GIIL73GE2CBQ:3TEM0PF1Q6CT424U0UJ4I8E70HID0E,1,10,2,2,10,10,2,4,1,10,10,1,3,10,2,8,3,3,9,10,6,4,3,7,6,4,5,8,7,30,male,white,nonhisp,i don't know,
A3GJWXA13GMS9H:3LRKMWOKB6W33DC47ZCFSOQPLWTZ2Y,0,8,2,2,9,10,3,1,8,2,3,9,10,3,1,9,6,9,9,10,9,1,2,10,6,2,2,5,1,27,female,asian,nonhisp,,
A3GPTSDDHJ2DBV:3WS1NTTKEZRQ2MIQR0EU68HSCUZ0FD,0,3,1,2,8,9,4,4,5,10,10,1,2,9,5,3,1,3,8,9,8,4,5,10,8,3,6,9,4,29,female,asian,nonhisp,Unsure,
A3GQRD3530XFM3:3SB4CE2TJWA33L7TJWH91LTCPKZAXV,0,10,10,7,7,6,10,8,9,10,7,5,6,10,9,4,1,4,10,10,1,1,4,1,4,10,10,4,1,40,female,white,nonhisp,no idea,none
A3HIRLDYDLBYDQ:3SB5N7Y3O4JWGMEL2KKCOTH4D9YG0R,1,1,8,1,1,8,8,10,10,7,10,1,9,8,10,1,8,1,1,8,8,10,1,8,1,8,8,8,10,55,female,white,nonhisp,ability to learn with lots of repetition,
A3I3JQX0P2F0K3:34S6N1K2ZWYNDEYIBJOD7DLTV6TLH9,1,9,1,4,10,10,9,2,8,10,6,5,3,8,6,1,8,1,1,4,10,10,10,3,10,10,10,10,3,34,female,white,nonhisp,"If we chose to learn difficult things, or master something easy.",
A3JSDZMBS8L87S:3UOUJI6MTETNIULRP1Y01M56WNYUXY,0,10,10,10,2,1,5,10,8,5,6,9,8,2,4,7,6,5,8,10,8,2,2,1,1,10,10,9,2,28,male,white,nonhisp,"Mayhaps the level of interest in the unknow, such as if the blue demon bears had a rule or not.",
A3L1DZWXQFWB90:3B2X28YI3XUV3GSPON8FWJ0YAY3B6F,1,8,10,7,3,4,7,8,8,1,10,10,10,7,7,7,7,5,6,7,9,8,7,1,6,10,10,8,9,34,female,white,nonhisp,learning rule for monster food,
A3L4RJUHA0CJEA:3B3WTRP3DCHOXMUR31IGF0OW6TP92D,0,10,10,10,6,3,10,8,2,1,2,10,10,2,1,10,10,10,7,5,10,8,3,1,4,10,10,4,1,30,female,asian,nonhisp,to see if we could find the pattern of which food they prefer,none
A3M0I9QQHXMBN0:3KGTPGBS6Y0MHEIU1CD7BWBAJEYU2O,1,5,8,10,9,5,5,5,10,1,1,2,10,10,10,3,6,10,8,3,5,4,1,9,9,7,1,4,2,27,male,white,nonhisp,,
A3O5EU9QQV2OS1:33F859I567SB05C6K6ZJTAPOJCDHBG,1,10,1,3,10,10,6,1,4,10,7,3,3,7,5,10,1,3,10,10,8,1,7,8,6,5,5,4,5,25,male,white,nonhisp,Seeing if there is a pattern.,No
A3O7X46E3REM7I:3DH6GAKTYZ4T4Y5B0KJA1SRU0BBZY2,1,2,9,4,2,7,9,5,2,9,4,2,7,9,5,2,6,4,2,7,7,9,9,2,9,9,9,2,2,30,male,black,nonhisp,I have no idea.,N/A
A3POD149IG0DIW:3FFJ6VRIL23ACDKGS8KF95UKSLZ0IA,1,2,2,1,8,9,2,2,2,4,1,8,9,2,2,2,4,1,8,9,4,2,10,10,10,2,5,9,10,33,female,black,nonhisp,whether you spent time on harder tasks or known easier tasks,none
A3QC57KUVJP5EW:3WZ36BJEV4V15E31K0G87TSCU73TBZ,0,3,2,9,10,10,3,2,2,1,9,10,10,9,2,7,7,1,4,6,8,8,10,9,4,2,5,7,7,26,male,white,nonhisp,I do not know. ,None. 
A3QLGMZOLGMBQ1:3NKQQ8O39ZK9KOGAY1XO7F2EG5ODUH,0,4,10,3,4,5,7,6,7,1,8,10,10,1,1,4,10,3,4,5,7,6,7,1,8,10,10,1,1,48,male,white,nonhisp,Intellectual curiosity,
A3R0TIQBS9FK5Y:34Q075JO1YSZC7OIK1Z9H6DYBJL10G,0,6,7,6,6,6,8,7,3,9,3,2,4,8,4,9,1,8,9,10,6,1,8,1,8,9,10,3,1,22,male,white,nonhisp,Which family was preferred based on the fact that there were patterns in some families.,
A3RR85PK3AV9TU:3TVSS0C0E2FTTH1CFRC4U75X48MTWG,1,4,3,6,9,10,5,2,7,8,4,3,6,10,10,6,6,3,4,7,8,10,3,2,7,10,10,3,2,30,male,white,nonhisp,To see how people decide to interact with an experiment.,
A3S3NLZV7A06QN:3EWIJTFFVPMYW8IUWPUOOQWS0SO0EX,0,1,8,1,5,5,10,9,1,9,1,3,4,8,9,1,9,1,2,4,5,9,10,1,10,10,10,9,1,36,female,white,nonhisp,Not sure,None
A3SDFAOJW87FGP:39GXDJN2OUTXG89JMJWDH9QWJL98V4,1,8,5,4,9,9,1,7,3,9,4,5,2,10,5,10,1,10,10,10,1,1,3,9,4,3,2,10,6,48,female,white,nonhisp,not sure,thanks
A3SGZ8OQXW5TQD:3BC8WZX3V4BB567YC8X37TWYO7QRRC,0,2,10,5,3,3,3,2,9,7,10,7,7,10,9,6,3,6,10,10,8,10,8,1,2,10,10,1,10,28,female,white,nonhisp,Learning patterns,
A3TMUAPCRFG63N:37Z929RLGAN0M0K3VM23XI2CYUTST1,0,1,1,1,10,10,3,1,1,1,2,10,10,10,1,10,10,10,2,9,10,10,2,4,2,10,10,9,2,28,male,white,nonhisp,Trial and error,none
A3W4MAKNDI1SXM:3D4CH1LGEB8ECG2Y2G35H4IXGC9G9I,1,10,2,10,10,10,10,7,4,6,2,5,1,7,10,10,6,8,10,10,8,9,2,9,4,3,1,9,10,50,female,white,nonhisp,unsure,
A4158R4Y06ZB4:3UN61F00HX4M0J90F1K04SR2WQVR5U,1,1,3,9,1,10,1,1,1,10,6,1,10,7,1,1,6,6,6,10,7,1,1,1,1,10,10,1,1,26,male,white,nonhisp,Patterns,Thanks
A49HPQ9P5AHU4:3EQHHY4HQT7VBT0MZQQO5ODVUG2G53,1,6,8,1,3,5,10,10,6,5,1,6,7,10,10,6,8,1,1,5,10,10,3,1,10,10,10,4,1,46,male,white,nonhisp,Just to see if I would continue to try to learn about the monsters I hadn't figured out or stick with one I knew well.,
A5NHP0N1XC09K:3SPJ033422I34J07IYGODY34HD6JY9,0,8,7,10,10,9,6,3,1,5,1,1,6,6,10,1,5,1,1,6,6,10,1,6,1,1,6,6,10,52,male,white,nonhisp,no idea,
A5OJ7FHDAEHR9:3DH6GAKTYZ4T4Y5B0KJA1SRU0CAYZ2,0,7,7,8,9,7,8,6,6,2,9,9,10,7,3,2,7,1,1,6,7,6,2,9,1,1,5,4,5,40,female,white,nonhisp,Learning patterns.,Thanks!
A6JKKANO7F4KD:3FQ5JJ512M34342BTH7PXX5ASIPNK9,1,7,8,8,7,5,10,8,9,10,9,1,2,10,3,5,5,6,8,8,7,7,3,1,1,5,9,4,2,55,male,white,nonhisp,how much effort we put into learning categories depending on perception of whether they are simple/complex/rule-based,none
A6JOC24PSUEEC:34FNN24DCNOVXKLMTWCUCOKZZC6Y5X,1,2,2,6,10,10,3,1,4,6,5,10,10,5,1,9,10,9,5,4,9,9,1,1,4,10,10,5,1,52,female,white,hisp,How people discover rules about categorization.,
A81J8KZ80P13V:3SB5N7Y3O4JWGMEL2KKCOTH4D870GI,0,10,7,10,10,10,6,4,8,9,7,1,1,6,4,8,10,9,2,4,10,9,6,2,4,10,10,1,1,33,female,white,nonhisp,to see how much time people spent on each family trying to learn their habits,no comments
A9LX4ZVRERSMC:3A4TN5196LXUAA4CY6VE4UV61XKCHP,0,10,1,9,10,10,10,10,9,1,9,10,10,10,10,3,10,9,6,1,10,10,9,4,10,8,10,10,10,32,male,white,nonhisp,,
AAASQIW3J32OL:3K9FOBBF2IYFNAKTEHJQCXIPHIUNLC,0,8,9,9,1,3,8,8,8,8,7,3,3,5,8,7,4,4,10,9,5,2,6,1,3,10,10,4,2,57,female,white,nonhisp,"How people process information and come up with inferences, or conclusions.",It was intriguing and fun.
AAON9MI7I8JU8:32ZKVD547G2W6X575LAHPGOE07VB33,0,2,4,2,9,10,3,2,2,1,3,10,10,9,2,9,8,9,6,7,3,9,10,10,10,2,1,8,2,25,male,white,hisp,"I think this experiment was about trying to group monsters together, or maybe trying to relate people together.",
AAU61MG2R6RH0:3GGAI1SQEWDG2O5NP3BRWZ32IJMMCB,0,9,7,7,7,6,9,9,9,6,8,6,9,8,7,2,10,1,1,3,8,10,10,5,7,9,9,7,7,52,female,white,nonhisp,Examining ability to learn patterns and systems,
AAXX5LDVJ32F8:3DQQ64TANH0V1P85YA3KPX40F40PW4,0,3,2,2,10,10,1,1,7,7,3,7,8,6,4,9,10,7,1,1,10,1,3,1,2,10,10,1,1,45,male,white,nonhisp,Pattern finding/categorization,
AB1X97ASE626Q:3NPI0JQDAPK3984B35Y92DX1BAWTPW,0,9,7,6,9,9,6,1,1,2,9,8,10,8,1,7,9,8,2,1,10,1,8,4,5,8,10,2,1,37,male,white,nonhisp,not sure,
ABMPX2Y2IRBMG:3TPZPLC3M1RYAR6HOQSIK0T3HC6P30,1,8,10,9,1,1,7,2,8,2,6,9,9,5,3,9,8,9,3,4,5,3,6,2,7,10,10,5,3,32,male,white,nonhisp,I have no idea.,
ABX5OQLR6UNBC:35USIKEBNSVX4PHMRDDONE0SRNBN6A,1,2,8,7,1,5,10,6,4,3,4,10,10,10,1,4,2,1,10,10,3,1,7,9,10,1,4,10,8,43,female,white,nonhisp,Don't know.,
ADGQOL6YC087W:3PMBY0YE28I1V4MT0U7MRDXIIK5C9S,0,4,2,7,8,10,10,9,6,8,3,1,6,10,10,6,10,4,3,7,10,10,4,1,10,10,10,10,9,51,male,white,nonhisp,Maybe to see how well I did with different levels of complexity and what group I would spend the most time on.,"none, thanks."
ADWDNBND4BW94:3JWH6J9I9TS3A1YHN4UWYUMK5OANBJ,0,1,5,1,1,3,9,10,1,5,1,1,5,5,10,10,5,10,10,10,5,1,1,5,1,1,5,5,10,24,female,white,nonhisp,learning about monsters,
AFZKP8TAXAUCR:3C6FJU71TR8CIZB1UXK2K0CFYTSUY4,1,2,6,8,8,9,4,8,5,10,3,2,1,8,9,4,5,2,3,4,9,5,6,5,6,4,4,8,5,23,male,white,nonhisp,N/A,"N/A"
AH3ER3EJXHRO2:3VD82FOHKR342RQZ2JQ4O3S7DKJOCC,0,10,10,8,3,1,10,5,8,9,8,10,10,5,5,8,7,6,6,10,7,4,8,9,5,6,1,8,4,33,female,white,nonhisp,not sure,
AHY3YAYJLTW32:3XUHV3NRVLD9BPVXJW86QOPW9GYH5M,1,10,8,10,8,10,7,10,7,10,6,5,2,10,3,10,2,7,8,10,3,10,5,5,4,6,7,9,6,32,male,white,nonhisp,i really dont know,thanks
AIJEWX92UW722:32VNZTT0A8J440501W1QZ0LOWTQR4D,1,7,5,5,9,10,7,1,9,10,10,3,4,9,3,8,8,7,6,5,8,4,4,2,3,10,10,3,1,34,male,white,nonhisp,"I'm not really sure, sorry.",
AIJUY02ENAH9U:3VFJCI1K40EKGGYKWX3R8PIRMY5GRV,1,1,1,9,10,10,1,1,1,1,10,10,10,1,1,10,8,6,5,5,10,8,10,10,4,2,5,5,8,32,female,white,nonhisp,no idea,
AJ9N1D8B96693:3WAKVUDHUXVT3FF07OU27NSIUUS7UP,0,9,2,9,10,10,8,2,6,9,4,4,2,9,8,8,9,4,4,2,8,5,9,2,9,9,10,7,2,39,female,white,nonhisp,"Natural biases, and selection.",
AJXIC6Q5EM76P:3WSELTNVR4HWM4Y9EMGCCI86COZAT0,0,8,8,7,5,2,9,1,8,10,9,2,1,8,1,2,1,1,10,10,1,1,2,1,1,10,10,1,1,58,male,white,nonhisp,If you could determine rules for food priority based on monster type.,"Fun hit, thanks."
AK81F0NOBFJS3:37W3JXSD67NPA306PXZ32OXCJ9IWYK,1,7,3,7,8,9,6,9,6,2,5,7,8,9,8,4,9,4,4,2,8,4,4,8,4,2,1,9,3,33,male,white,nonhisp,Our abilities to consciously and subconsciously group things into categories and how our confidence in grouping them affects our abilities to be accurate.,
AKRFNRKI1IMJ1:3LRKMWOKB6W33DC47ZCFSOQPLWOZ2T,1,1,10,1,1,1,10,9,10,4,7,8,9,1,6,1,10,1,1,4,10,9,10,1,10,10,10,1,4,39,male,white,nonhisp,picking up on patterns,none
ALEE1QD4TW9G4:3MAOD8E57RPAN41IS0MENRDCOS5XNB,1,2,8,1,1,3,8,5,9,3,6,9,10,4,10,10,1,9,10,10,10,10,4,10,3,1,3,10,4,44,female,white,nonhisp,Which monster people chose to learn more about ,
ALEJV7D94ZLHF:3DPNQGW4LMUBIH7G98YSO5US07D46V,1,6,1,10,10,10,1,1,8,2,3,8,10,2,3,4,8,2,4,8,8,9,1,10,1,1,1,10,6,27,male,white,nonhisp,I don't know,
AMNMG3DCCC166:33CKWXB73KZZJW90GK39VBW8GB211U,1,10,3,10,7,6,6,5,7,5,1,1,1,6,1,1,10,1,1,1,6,1,1,10,1,1,1,1,1,43,female,white,nonhisp,to see if i could figure out a pattern of which size/shape liked each food,fun survey
AMUV60QYHNUR3:3GLB5JMZFYAQF6FFEW87301N7X0GDB,1,7,9,7,8,8,9,8,10,2,10,10,8,10,3,9,4,8,6,9,8,9,2,10,4,3,7,9,10,49,NA,white,nonhisp,Recognizing what was the common element to learn more about the monster. ,
ANFWGSQ8BQRZ:3LEIZ60CDKEE3XX3S8RU2BY3R2R9ZO,1,7,6,4,7,8,8,5,2,1,2,10,10,6,2,10,10,10,1,2,10,5,8,8,7,5,7,4,7,41,male,white,nonhisp,pattern testing behavior,
ANK8K5WTHJ61C:3CP1TO84PUG5WZSF0B5Z3KJUKX0259,1,3,4,4,10,9,2,1,10,8,8,9,10,9,3,8,10,10,7,3,10,8,3,2,1,10,10,3,1,49,female,white,nonhisp,Perhaps being able to learn characteristics of groups and how classified.,"Great format, interesting challenge."
AP6MF3NZVUW5C:3U8YCDAGXQVNTB8Z5GPOI7L6JVF0QC,1,10,2,9,9,10,9,2,3,10,1,1,2,10,10,10,2,10,10,10,10,2,8,9,6,3,5,10,10,35,female,white,nonhisp,How we categorize items and if we want to learn easy or hard items?,
APO6KZZ79PO9Q:386PBUZZXGCJ4KT8ZJRYJQ188ZNJL4,1,5,4,2,5,6,1,5,1,5,4,1,7,2,4,1,3,10,10,10,2,1,1,9,1,3,6,2,4,33,male,white,NA,human perception,
APQU1QQ738JV9:3A4TN5196LXUAA4CY6VE4UV61XHCHM,0,9,8,6,7,6,8,8,9,8,8,4,1,8,8,1,7,1,1,1,8,7,5,9,7,3,7,8,8,35,male,white,NA,idk,it was good
AQ5KOKZQSZU0B:3UOUJI6MTETNIULRP1Y01M56WN2XU5,0,3,1,1,10,10,4,4,10,9,8,5,5,10,7,10,10,10,3,2,10,7,4,4,3,9,7,10,6,28,female,white,nonhisp,How we learn about associations,none
AR22D9E55HQBF:3WQQ9FUS6B9I7UBDH25DGXWPGUXB87,1,7,10,10,1,2,10,9,3,4,2,10,10,10,1,3,1,1,10,10,10,1,7,9,10,3,2,10,9,28,female,white,nonhisp,I don't know,
AS8BGRD5QFUTQ:33SA9F9TRY9R4YJFPWN9VL5W1XZWER,1,5,7,6,7,7,9,9,8,3,2,9,9,9,9,9,10,10,1,3,10,3,2,4,5,9,9,9,9,37,female,white,nonhisp,unsure,
ASTR3EPUOKEXV:3DYGAII7PMNQHSCJM14EX8MER3XPQE,0,5,9,5,3,2,9,6,2,8,4,7,2,10,5,7,2,9,9,10,3,2,9,4,7,7,6,10,9,27,male,mult,nonhisp,not sure,
AU7A3QNJF3O00:3OE22WJIGJ339XKF3N387E9DZLAQUY,0,3,8,6,2,2,7,8,10,2,9,9,10,4,1,9,4,9,9,10,7,1,1,9,2,2,1,8,7,28,male,white,nonhisp,Understanding patterns,
AUCSC92OG0BIM:3KMS4QQVK35SFCPUVTOCPSW1QR4KF0,1,10,1,10,10,10,10,10,6,4,1,5,8,6,10,5,4,1,4,8,6,10,1,10,1,1,1,2,1,36,female,black,nonhisp,"The willingness to learn about something different, and how much effort one is willing to put forth to educate one's self.",
AVJUIF9QHQRY8:3VW6495TLKFTZ8V64YHRNLISUI2YY7,0,4,9,4,4,3,5,6,8,6,7,6,6,8,6,6,6,4,3,3,8,6,8,2,8,9,10,2,5,33,female,black,nonhisp,learning different habits,
AW0K78T4I2T72:3WSELTNVR4HWM4Y9EMGCCI86CPQATT,1,1,7,2,1,4,10,8,2,10,4,4,6,10,8,10,1,10,10,10,10,4,8,8,7,6,10,10,6,70,female,white,nonhisp,Learning to categorize differences.,none
AWD97KUKGN0LR:3SBEHTYCWOI798G10GVO1XO44Y9IYO,0,8,2,5,8,10,10,6,10,1,10,10,10,10,1,6,9,2,2,3,7,3,6,9,2,2,4,5,5,39,male,white,nonhisp,Using critical thinking to identify patterns.,Fun study.
AX06ZUCRNSGB3:35K3O9HUACSPTCXKZ7D9RXJW6V9FEE,0,1,10,1,3,5,10,10,1,10,1,3,1,10,10,1,10,1,10,4,10,10,10,1,10,4,10,6,1,24,female,white,nonhisp,wether we would pick the easiest option?,
AXKTYKCT9NGHS:3KIBXJ1WD69MLP2NUW72CM5FISAOK5,1,5,5,4,4,10,7,2,9,8,8,9,9,8,8,3,10,3,4,4,9,7,2,2,4,2,10,4,2,24,female,white,nonhisp,I have no idea! But it was more fun than most :) ,
AYCHPTQRYDT7G:3U4J9857OFQE7G6U7XD72X0U595B7W,1,10,7,10,10,10,1,6,1,4,1,1,8,3,5,1,9,1,1,4,7,10,2,10,1,1,1,7,3,46,female,white,nonhisp,Trying to decipher likes and dislikes based on visual appearance,
AYH6G17Q8FY3B:3JPSL1DZ5TEYRRTPHQU03J2EN6PNAO,0,10,1,10,10,10,7,10,2,10,2,2,2,4,3,2,10,2,3,4,3,6,2,10,2,2,1,7,1,30,female,white,nonhisp,How much time you would spend if you wondered if you could find out more about something,none
AZ57C58RDAMJF:3IGI0VL648ZNTVNQR9ZI4EMJCN5ON0,1,2,8,1,1,5,7,8,6,7,5,3,6,7,5,8,2,10,10,9,6,3,5,4,1,1,6,7,8,54,female,white,nonhisp,memory,
AZZA3J049G7R5:38JBBYETQPPFVW0VFQHQ0TM5H5EE43,1,1,6,1,1,6,10,8,1,10,1,1,1,1,1,10,3,10,10,10,10,1,1,7,1,1,7,10,8,26,female,asian,nonhisp,If people are comfortable with patterns and staying with them.,"Sorry for focusing on one alien, I did not want to learn other aliens."
